id,host_id,host_is_superhost,neighbourhood_group,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,bathrooms,price,minimum_nights,number_of_reviews,reviews_per_month,review_scores_rating,availability_365
1000209,200206,t,Manhattan,Harlem,40.79593,-73.95189,Private room,1,1,2.0,$78.21,2,48,0.25,4.98,171
1000210,200258,t,Brooklyn,DUMBO,40.68526,-73.93152,Entire home/apt,2,1,1.2,$214.59,1,18,0.81,4.86,261
1000211,200112,f,Brooklyn,Park Slope,40.7058,-73.95538,Entire home/apt,3,2,2.0,$218.11,1,57,1.94,4.82,26
1000212,200205,f,Brooklyn,Brooklyn Heights,40.66404,-73.96062,Entire home/apt,3,1,1.0,$106.72,3,23,1.58,4.97,54
1000213,200027,f,Manhattan,Lower East Side,40.77911,-73.9497,Private room,3,1,1.0,$137.45,2,26,1.32,4.93,319
1000214,200071,f,Brooklyn,Williamsburg,40.68612,-73.93687,Entire home/apt,3,2,1.5,$222.64,1,44,0.5,4.85,248
1000215,200176,f,Manhattan,Chelsea,40.75581,-73.9816,Entire home/apt,2,1,1.2,$202.64,1,13,0.14,4.93,272
1000216,200202,t,Manhattan,Upper East Side,40.75557,-73.95363,Entire home/apt,3,1,1.0,$354.92,1,19,0.61,4.86,258
1000217,200248,t,Brooklyn,Greenpoint,40.70198,-73.93251,Entire home/apt,6,4,3.0,$158.08,3,32,1.09,4.69,265
1000218,200118,f,Brooklyn,Brooklyn Heights,40.6634,-73.92197,Private room,2,1,1.0,$69.37,3,55,0.8,4.29,190
1000219,200009,f,Queens,Long Island City,40.7244,-73.81312,Private room,3,1,2.0,$62.89,1,3,1.04,4.94,62
1000220,200086,f,Brooklyn,Greenpoint,40.66373,-73.95065,Entire home/apt,5,3,2.2,$194.99,2,67,3.54,4.73,344
1000221,200023,t,Brooklyn,Bushwick,40.67894,-73.94662,Entire home/apt,3,1,1.0,$89.17,1,34,1.37,4.76,340
1000222,200240,t,Manhattan,Lower East Side,40.76191,-73.953,Entire home/apt,2,1,1.2,$164.77,30,62,2.69,4.78,103
1000223,200073,t,Manhattan,Chelsea,40.78084,-73.98191,Entire home/apt,5,2,1.5,$344.53,30,49,0.73,4.48,287
1000224,200027,f,Manhattan,SoHo,40.79975,-73.98895,Entire home/apt,2,1,1.8,$204.46,3,29,0.7,4.49,258
1000225,200349,f,Manhattan,Midtown,40.75867,-73.95211,Private room,2,1,1.0,$88.26,30,4,0.35,4.82,160
1000226,200081,t,Staten Island,St. George,40.60787,-74.15713,Shared room,1,1,1.0,$32.72,5,26,1.44,4.63,170
1000227,200084,f,Manhattan,Greenwich Village,40.78241,-73.9884,Shared room,1,1,1.0,$39.88,5,23,0.55,4.82,108
1000228,200199,f,Queens,Long Island City,40.72828,-73.80204,Private room,2,1,1.0,$61.90,2,8,4.76,4.87,139
1000229,200043,f,Brooklyn,Brooklyn Heights,40.67667,-73.93806,Private room,2,1,1.0,$101.62,2,5,1.15,4.82,92
1000230,200263,f,Brooklyn,Park Slope,40.66173,-73.94963,Private room,2,1,1.0,$78.44,1,19,1.22,4.82,102
1000231,200092,t,Brooklyn,Greenpoint,40.65114,-73.94952,Entire home/apt,6,3,2.2,$187.84,2,38,1.08,4.91,225
1000232,200339,f,Brooklyn,Bushwick,40.6768,-73.94077,Private room,2,1,1.5,$97.33,2,3,0.76,4.98,352
1000233,200084,t,Brooklyn,Bed-Stuy,40.68179,-73.93064,Entire home/apt,5,2,1.5,$360.79,1,82,2.74,4.93,159
1000234,200300,f,Manhattan,Hell's Kitchen,40.76001,-73.99349,Entire home/apt,2,1,1.2,$443.60,1,74,1.7,4.58,194
1000235,200296,f,Brooklyn,Bed-Stuy,40.68613,-73.97478,Private room,1,1,1.5,$111.72,2,12,0.28,4.72,323
1000236,200135,f,Manhattan,Lower East Side,40.78585,-73.9889,Entire home/apt,2,2,1.5,$104.36,1,20,0.27,4.73,144
1000237,200281,f,Manhattan,SoHo,40.80669,-73.96744,Entire home/apt,4,2,2.0,$166.14,2,144,0.4,4.71,241
1000238,200059,f,Brooklyn,Park Slope,40.67491,-73.92578,Private room,2,1,2.0,$99.17,30,25,0.47,4.93,131
1000239,200397,f,Manhattan,Hell's Kitchen,40.76715,-73.9843,Entire home/apt,4,2,1.5,$321.76,3,48,0.98,4.66,92
1000240,200359,f,Bronx,Pelham Bay,40.82588,-73.87778,Entire home/apt,4,2,1.5,$109.12,3,51,2.44,4.88,272
1000241,200342,t,Bronx,Riverdale,40.84572,-73.85739,Private room,2,1,1.0,$85.08,2,24,1.38,4.81,191
1000242,200241,f,Queens,Long Island City,40.74262,-73.82227,Private room,2,1,1.5,$110.27,2,26,0.38,4.42,21
1000243,200368,f,Manhattan,Greenwich Village,40.78052,-73.98782,Private room,2,1,1.5,$56.16,1,20,0.63,4.83,193
1000244,200342,f,Manhattan,Harlem,40.78002,-73.93619,Entire home/apt,5,3,2.2,$337.61,7,22,0.25,4.89,169
1000245,200098,f,Bronx,Mott Haven,40.84918,-73.85131,Entire home/apt,3,1,1.0,$128.76,1,53,1.18,4.83,10
1000246,200062,f,Manhattan,Hell's Kitchen,40.81251,-73.95429,Private room,1,1,2.0,$93.58,1,5,2.35,4.91,180
1000247,200264,f,Bronx,Mott Haven,40.83808,-73.88394,Private room,2,1,1.0,$45.21,3,54,4.61,4.72,231
1000248,200113,f,Bronx,Pelham Bay,40.84435,-73.87332,Entire home/apt,4,2,1.5,$115.36,1,12,0.55,4.71,28
1000249,200146,f,Queens,Flushing,40.70533,-73.79129,Entire home/apt,5,3,2.2,$193.57,2,23,1.78,4.72,19
1000250,200216,t,Manhattan,Chelsea,40.78709,-73.94466,Entire home/apt,2,1,1.0,$323.58,1,36,3.98,4.72,4
1000251,200256,f,Manhattan,Upper East Side,40.77767,-73.967,Shared room,1,1,1.0,$29.64,1,6,2.41,4.68,33
1000252,200316,f,Queens,Flushing,40.71822,-73.7818,Entire home/apt,3,1,1.0,$199.17,1,0,,5.0,139
1000253,200316,f,Manhattan,Greenwich Village,40.78123,-73.98879,Private room,2,1,1.0,$99.40,1,9,1.67,4.87,27
1000254,200362,f,Manhattan,SoHo,40.7829,-73.96534,Entire home/apt,4,2,2.0,$241.69,3,26,3.24,4.86,97
1000255,200258,f,Brooklyn,Bed-Stuy,40.68203,-73.92851,Private room,3,1,1.5,$78.01,5,52,0.68,4.42,261
1000256,200194,f,Bronx,Riverdale,40.82308,-73.87744,Private room,1,1,2.0,$56.25,2,52,1.81,4.77,245
1000257,200347,f,Brooklyn,Park Slope,40.6878,-73.95508,Private room,2,1,1.0,$234.56,7,17,1.13,4.93,18
1000258,200014,t,Brooklyn,Park Slope,40.68181,-73.9805,Entire home/apt,4,2,1.5,$134.47,1,7,0.78,4.27,11
1000259,200304,f,Manhattan,Midtown,40.82384,-73.97525,Private room,2,1,1.0,$172.01,2,148,0.46,4.77,24
1000260,200103,f,Brooklyn,Park Slope,40.69611,-73.94925,Private room,2,1,1.5,$177.12,1,64,4.59,4.86,12
1000261,200245,t,Staten Island,Todt Hill,40.58572,-74.12782,Entire home/apt,3,1,1.0,$52.05,2,10,0.59,4.96,75
1000262,200245,f,Manhattan,Midtown,40.80059,-73.97427,Private room,2,1,1.0,$116.02,2,2,1.51,4.78,258
1000263,200312,f,Brooklyn,Greenpoint,40.67617,-73.92915,Private room,1,1,1.0,$122.24,2,13,1.85,4.87,23
1000264,200268,f,Queens,Ridgewood,40.7632,-73.79202,Private room,3,1,1.0,$74.19,3,17,0.42,4.95,7
1000265,200224,t,Brooklyn,Park Slope,40.70756,-73.94782,Private room,2,1,1.0,$141.11,2,92,1.99,4.79,227
1000266,200220,t,Brooklyn,DUMBO,40.69248,-73.92768,Entire home/apt,5,3,3.2,$166.36,2,48,3.47,4.78,122
1000267,200311,f,Brooklyn,Bed-Stuy,40.67205,-73.95541,Entire home/apt,4,2,2.0,$268.85,30,19,2.25,4.94,89
1000268,200366,t,Manhattan,Hell's Kitchen,40.80028,-73.97917,Entire home/apt,2,1,1.0,$287.18,1,26,1.24,4.72,300
1000269,200217,f,Manhattan,Chelsea,40.76968,-73.98146,Private room,1,1,1.0,$86.91,2,12,1.43,4.93,223
1000270,200004,t,Queens,Ridgewood,40.72017,-73.78205,Private room,1,1,1.0,$144.26,3,19,1.17,4.62,223
1000271,200036,f,Queens,Sunnyside,40.73593,-73.78417,Private room,1,1,1.0,$49.44,2,12,0.84,4.76,256
1000272,200178,t,Queens,Sunnyside,40.73452,-73.80381,Entire home/apt,4,2,2.0,$205.32,1,3,0.54,4.88,2
1000273,200387,t,Queens,Sunnyside,40.73866,-73.77716,Entire home/apt,3,1,1.2,$312.03,2,9,0.95,4.73,320
1000274,200257,f,Brooklyn,Greenpoint,40.68697,-73.93746,Private room,1,1,1.0,$57.42,2,14,1.57,4.88,270
1000275,200017,t,Brooklyn,Bushwick,40.66669,-73.94102,Entire home/apt,6,3,2.2,$288.46,2,88,3.58,4.86,305
1000276,200199,f,Brooklyn,Bushwick,40.6659,-73.94456,Entire home/apt,5,2,1.5,$306.88,1,13,1.09,4.63,147
1000277,200318,f,Brooklyn,Crown Heights,40.6536,-73.96869,Private room,2,1,1.0,$53.11,30,24,1.12,4.9,188
1000278,200048,f,Brooklyn,DUMBO,40.67533,-73.95243,Entire home/apt,2,1,1.0,$124.90,3,101,0.8,4.74,186
1000279,200062,f,Brooklyn,Williamsburg,40.6798,-73.94622,Entire home/apt,5,2,2.0,$263.26,2,18,3.88,4.93,187
1000280,200069,t,Queens,Flushing,40.72865,-73.78577,Entire home/apt,2,1,1.8,$144.21,3,4,1.27,4.85,123
1000281,200147,t,Manhattan,Hell's Kitchen,40.77615,-73.97449,Entire home/apt,5,2,2.0,$341.57,7,18,2.25,4.78,36
1000282,200359,f,Manhattan,Midtown,40.80493,-73.97115,Hotel room,2,1,1.0,$430.58,1,21,1.95,4.72,148
1000283,200366,f,Manhattan,Chelsea,40.78041,-73.96996,Entire home/apt,5,2,1.5,$275.19,1,14,2.37,4.92,105
1000284,200162,f,Brooklyn,DUMBO,40.67578,-73.95484,Entire home/apt,3,2,1.5,$195.15,2,81,2.37,4.97,102
1000285,200227,f,Manhattan,SoHo,40.76813,-73.98265,Entire home/apt,4,2,1.5,$232.86,3,16,1.13,4.77,231
1000286,200347,f,Brooklyn,DUMBO,40.69129,-73.95365,Private room,2,1,1.0,$178.21,1,56,0.89,4.68,354
1000287,200230,t,Brooklyn,Crown Heights,40.67588,-73.93369,Entire home/apt,4,2,2.5,$200.05,30,47,3.88,4.64,145
1000288,200370,f,Manhattan,Chelsea,40.77892,-73.9617,Private room,1,1,2.0,$139.38,2,17,0.88,4.53,16
1000289,200178,f,Brooklyn,DUMBO,40.65509,-73.94619,Entire home/apt,4,3,2.2,$175.60,2,3,1.41,4.93,158
1000290,200345,f,Manhattan,Lower East Side,40.78428,-73.97085,Entire home/apt,5,2,2.5,$541.41,1,43,0.74,4.91,303
1000291,200056,f,Manhattan,Upper East Side,40.75831,-73.95315,Entire home/apt,5,2,2.0,$183.41,1,17,2.32,4.52,281
1000292,200078,t,Queens,Sunnyside,40.71538,-73.78987,Private room,2,1,1.0,$26.80,3,57,1.07,4.79,277
1000293,200270,t,Manhattan,Harlem,40.78322,-73.95614,Private room,2,1,1.0,$198.33,30,78,0.82,4.98,124
1000294,200206,f,Manhattan,Lower East Side,40.81591,-73.99056,Entire home/apt,4,2,2.0,$433.22,2,7,1.47,4.88,172
1000295,200281,f,Brooklyn,DUMBO,40.66847,-73.94136,Private room,2,1,1.0,$135.77,30,46,3.28,4.84,319
1000296,200228,f,Brooklyn,Brooklyn Heights,40.66162,-73.93247,Private room,2,1,1.0,$94.17,5,5,0.72,4.85,162
1000297,200388,t,Manhattan,Greenwich Village,40.79575,-73.96281,Entire home/apt,4,2,1.5,$148.07,2,10,2.52,4.91,202
1000298,200239,t,Brooklyn,DUMBO,40.68175,-73.92365,Private room,1,1,1.0,$98.00,3,44,0.77,4.91,337
1000299,200288,f,Manhattan,Harlem,40.76577,-73.97022,Entire home/apt,5,3,2.2,$155.56,2,20,0.2,4.7,154
1000300,200082,f,Manhattan,SoHo,40.77202,-73.95785,Private room,2,1,1.0,$130.51,2,98,1.56,4.86,323
1000301,200334,f,Brooklyn,Bushwick,40.6507,-73.94462,Private room,2,1,1.0,$126.89,1,15,0.62,4.89,260
1000302,200250,f,Brooklyn,Brooklyn Heights,40.68323,-73.95841,Private room,1,1,1.5,$153.21,3,18,0.82,4.76,185
1000303,200193,f,Brooklyn,Bed-Stuy,40.66881,-73.94397,Private room,2,1,1.0,$28.33,1,6,0.55,4.8,56
1000304,200106,t,Brooklyn,DUMBO,40.69253,-73.95969,Entire home/apt,2,1,1.0,$196.49,5,73,4.18,4.82,216
1000305,200189,f,Staten Island,Todt Hill,40.56662,-74.13332,Private room,3,1,1.0,$66.02,5,71,1.57,4.68,207
1000306,200276,t,Brooklyn,Bed-Stuy,40.67411,-73.95586,Entire home/apt,3,2,1.5,$169.91,1,3,1.08,4.71,201
1000307,200074,t,Manhattan,Lower East Side,40.79403,-73.97852,Entire home/apt,2,1,1.0,$154.72,2,2,0.53,4.63,73
1000308,200010,t,Brooklyn,Williamsburg,40.69361,-73.95416,Private room,2,1,1.5,$109.78,2,50,1.41,4.79,84
1000309,200123,f,Manhattan,Greenwich Village,40.78071,-73.95703,Private room,3,1,2.0,$85.43,2,31,2.61,4.91,119
1000310,200216,f,Manhattan,Upper East Side,40.77971,-73.95986,Private room,2,1,2.0,$107.15,1,7,1.67,4.71,13
1000311,200290,t,Manhattan,Hell's Kitchen,40.78212,-73.94147,Entire home/apt,5,2,2.5,$201.08,2,35,2.97,4.9,327
1000312,200040,t,Manhattan,Chelsea,40.80663,-73.99112,Private room,2,1,1.0,$116.44,1,3,4.53,4.71,128
1000313,200193,f,Bronx,Riverdale,40.85263,-73.87705,Private room,2,1,1.0,$58.97,1,27,1.16,4.77,281
1000314,200127,t,Queens,Long Island City,40.73107,-73.79387,Entire home/apt,5,2,1.5,$348.47,1,32,0.86,4.75,48
1000315,200289,f,Brooklyn,Bushwick,40.66237,-73.92832,Entire home/apt,5,3,2.2,$170.63,1,29,4.39,4.92,358
1000316,200071,t,Manhattan,Harlem,40.78615,-73.97547,Entire home/apt,2,1,1.2,$138.85,3,29,1.87,4.78,241
1000317,200137,t,Manhattan,Harlem,40.77653,-73.9691,Entire home/apt,2,2,2.0,$286.59,30,11,1.3,4.8,321
1000318,200144,f,Manhattan,Upper East Side,40.78922,-73.97307,Hotel room,4,1,1.0,$295.60,2,17,3.35,4.89,52
1000319,200389,t,Manhattan,Lower East Side,40.74061,-73.97095,Private room,2,1,1.0,$140.99,2,22,0.25,4.93,264
1000320,200354,f,Brooklyn,Bed-Stuy,40.65658,-73.94734,Private room,1,1,1.0,$55.37,1,54,1.28,4.6,68
1000321,200380,t,Brooklyn,Bed-Stuy,40.65713,-73.96545,Shared room,1,1,1.0,$45.47,2,6,1.28,4.83,39
1000322,200299,t,Brooklyn,Greenpoint,40.69673,-73.949,Entire home/apt,3,1,1.8,$185.06,1,25,2.96,4.61,183
1000323,200370,t,Manhattan,SoHo,40.77715,-73.96396,Private room,2,1,1.0,$53.11,2,12,3.08,4.67,132
1000324,200345,t,Bronx,Mott Haven,40.83924,-73.83324,Entire home/apt,3,1,1.2,$180.24,30,59,4.09,4.98,55
1000325,200269,t,Brooklyn,Greenpoint,40.6741,-73.93872,Private room,2,1,1.0,$91.45,1,154,0.77,4.79,254
1000326,200384,f,Brooklyn,Greenpoint,40.69276,-73.92017,Entire home/apt,4,2,1.5,$133.85,3,38,2.19,4.8,4
1000327,200139,f,Brooklyn,Bushwick,40.66707,-73.95047,Private room,3,1,1.5,$117.37,1,8,0.34,4.68,68
1000328,200052,t,Manhattan,SoHo,40.80222,-73.95905,Entire home/apt,2,1,1.0,$228.19,2,39,1.57,4.89,51
1000329,200017,f,Manhattan,Lower East Side,40.79923,-73.99173,Entire home/apt,8,4,3.0,$280.15,1,253,0.8,4.89,328
1000330,200165,f,Manhattan,Harlem,40.80632,-73.98262,Private room,1,1,1.0,$200.55,2,77,1.17,4.45,97
1000331,200013,f,Brooklyn,Crown Heights,40.68108,-73.94642,Entire home/apt,3,2,1.5,$128.78,1,80,3.76,4.66,160
1000332,200190,f,Manhattan,Lower East Side,40.76992,-73.99239,Private room,1,1,2.0,$172.86,2,25,0.76,4.89,270
1000333,200340,f,Manhattan,Midtown,40.75694,-73.96941,Entire home/apt,4,2,1.5,$205.99,2,25,0.49,4.8,64
1000334,200353,t,Manhattan,Chelsea,40.76022,-73.98821,Private room,2,1,2.0,$127.96,2,19,2.41,4.79,326
1000335,200362,f,Manhattan,Upper East Side,40.77983,-74.01078,Entire home/apt,3,1,1.0,$233.44,3,19,0.14,4.77,242
1000336,200352,f,Queens,Astoria,40.73988,-73.83105,Entire home/apt,2,1,1.2,$133.45,30,0,,5.0,261
1000337,200264,f,Brooklyn,Brooklyn Heights,40.67704,-73.94397,Entire home/apt,2,1,1.0,$220.73,2,33,0.17,4.73,211
1000338,200312,f,Brooklyn,Williamsburg,40.68627,-73.94483,Entire home/apt,3,1,1.0,$96.37,1,5,0.39,4.83,153
1000339,200221,f,Manhattan,Midtown,40.81337,-73.96796,Entire home/apt,4,2,2.5,$287.22,1,15,0.17,4.91,233
1000340,200104,f,Brooklyn,Bushwick,40.694,-73.95505,Entire home/apt,4,2,1.5,$362.19,7,4,2.05,4.64,139
1000341,200339,f,Brooklyn,DUMBO,40.68001,-73.92099,Entire home/apt,4,2,2.0,$153.45,2,19,1.54,4.35,332
1000342,200198,f,Manhattan,Greenwich Village,40.77953,-73.96832,Entire home/apt,2,1,1.0,$245.78,2,105,0.33,4.85,114
1000343,200300,f,Manhattan,SoHo,40.79781,-73.98233,Private room,1,1,1.5,$143.93,1,10,0.25,4.78,332
1000344,200359,t,Manhattan,SoHo,40.75068,-73.96737,Private room,2,1,1.0,$136.67,2,20,0.92,4.81,129
1000345,200368,t,Brooklyn,Park Slope,40.69303,-73.96447,Entire home/apt,4,3,2.2,$190.44,1,4,1.31,4.82,177
1000346,200169,t,Brooklyn,Williamsburg,40.68825,-73.93405,Private room,2,1,1.0,$93.58,30,25,4.89,4.78,94
1000347,200149,f,Manhattan,Hell's Kitchen,40.749,-73.98524,Private room,3,1,1.0,$54.37,7,6,0.14,4.69,316
1000348,200249,t,Manhattan,Chelsea,40.77716,-73.97389,Entire home/apt,4,2,1.5,$198.58,1,0,,5.0,100
1000349,200256,f,Brooklyn,Crown Heights,40.66705,-73.95616,Private room,2,1,1.0,$107.06,2,10,2.84,4.63,195
1000350,200042,t,Brooklyn,Bushwick,40.70327,-73.94581,Entire home/apt,3,1,1.8,$155.64,1,80,2.67,4.71,289
1000351,200202,f,Queens,Ridgewood,40.71777,-73.79552,Entire home/apt,4,2,1.5,$162.73,2,18,2.11,4.84,207
1000352,200244,t,Brooklyn,Park Slope,40.68626,-73.94343,Entire home/apt,4,2,2.0,$167.97,7,19,2.08,4.89,94
1000353,200157,t,Manhattan,Lower East Side,40.78001,-73.98095,Private room,2,1,1.0,$68.59,2,88,1.67,4.69,102
1000354,200286,f,Manhattan,Lower East Side,40.77317,-73.98017,Private room,1,1,1.0,$137.55,2,48,1.74,4.9,7
1000355,200282,f,Brooklyn,Brooklyn Heights,40.68328,-73.95911,Entire home/apt,4,2,1.5,$261.34,1,7,1.44,4.96,135
1000356,200381,f,Manhattan,Upper East Side,40.789,-73.95001,Entire home/apt,4,3,2.2,$169.84,5,43,1.65,4.97,97
1000357,200238,f,Brooklyn,Brooklyn Heights,40.68309,-73.94974,Shared room,1,1,1.0,$42.08,2,10,1.38,4.85,260
1000358,200019,t,Bronx,Riverdale,40.82533,-73.84113,Entire home/apt,3,1,1.2,$75.68,2,0,,5.0,146
1000359,200053,t,Brooklyn,Greenpoint,40.66065,-73.93147,Entire home/apt,4,2,1.5,$397.73,1,28,1.68,4.75,184
1000360,200085,f,Manhattan,Hell's Kitchen,40.79268,-73.97475,Private room,2,1,1.0,$90.25,2,15,0.54,4.75,231
1000361,200273,f,Brooklyn,DUMBO,40.67426,-73.97174,Private room,2,1,1.0,$121.76,30,45,0.44,4.8,100
1000362,200360,f,Brooklyn,Bed-Stuy,40.68315,-73.9349,Private room,2,1,1.0,$74.17,2,80,1.59,4.67,146
1000363,200213,f,Brooklyn,DUMBO,40.66186,-73.94654,Private room,2,1,1.0,$89.21,2,41,1.0,4.85,204
1000364,200361,f,Bronx,Riverdale,40.84537,-73.85603,Private room,1,1,1.0,$36.77,2,42,0.07,4.74,45
1000365,200104,t,Manhattan,Midtown,40.78316,-73.99559,Entire home/apt,5,2,1.5,$245.15,3,61,1.85,4.71,103
1000366,200192,f,Bronx,Mott Haven,40.83685,-73.86143,Entire home/apt,4,2,1.5,$100.24,2,31,0.68,4.91,335
1000367,200177,f,Queens,Ridgewood,40.74082,-73.80416,Entire home/apt,4,2,2.0,$133.64,1,17,1.59,4.75,221
1000368,200147,f,Manhattan,Chelsea,40.81591,-73.99962,Shared room,1,1,1.0,$37.04,2,40,1.37,4.65,117
1000369,200380,t,Manhattan,Hell's Kitchen,40.77464,-73.97245,Private room,2,1,1.0,$140.82,3,3,1.01,4.98,4
1000370,200081,t,Manhattan,Greenwich Village,40.78009,-73.98968,Entire home/apt,3,1,1.2,$112.53,3,4,0.6,4.78,210
1000371,200193,t,Manhattan,Chelsea,40.78982,-73.96563,Private room,3,1,1.0,$200.65,7,55,1.62,4.92,54
1000372,200037,t,Manhattan,Midtown,40.78382,-73.96622,Entire home/apt,3,1,1.0,$160.41,2,65,1.49,4.52,18
1000373,200377,f,Brooklyn,Williamsburg,40.67184,-73.96846,Entire home/apt,6,3,2.2,$174.84,1,33,0.79,4.89,87
1000374,200326,t,Manhattan,Hell's Kitchen,40.77235,-73.96884,Private room,2,1,1.0,$181.17,30,92,1.78,4.79,246
1000375,200154,t,Manhattan,Harlem,40.78554,-73.97058,Entire home/apt,3,2,1.5,$228.43,2,30,1.03,4.78,116
1000376,200130,t,Queens,Sunnyside,40.73643,-73.80362,Private room,2,1,1.0,$73.21,2,10,1.31,4.6,169
1000377,200059,f,Manhattan,Chelsea,40.7835,-73.96262,Entire home/apt,4,2,2.0,$382.47,3,38,0.68,4.56,149
1000378,200224,f,Queens,Astoria,40.72693,-73.81355,Private room,1,1,1.0,$36.01,2,0,,5.0,294
1000379,200249,t,Manhattan,Greenwich Village,40.76868,-73.95874,Private room,2,1,1.0,$97.32,1,56,3.17,4.89,207
1000380,200240,t,Manhattan,SoHo,40.80399,-73.95357,Entire home/apt,6,3,2.8,$198.31,3,9,1.29,4.6,282
1000381,200374,t,Brooklyn,Park Slope,40.68168,-73.96225,Shared room,1,1,1.0,$96.24,5,17,1.74,4.63,331
1000382,200389,f,Brooklyn,Bed-Stuy,40.6781,-73.92077,Entire home/apt,3,1,1.2,$190.66,2,2,0.2,4.86,173
1000383,200293,t,Queens,Sunnyside,40.73748,-73.79801,Entire home/apt,2,1,1.2,$111.91,2,63,1.14,4.56,126
1000384,200287,f,Brooklyn,Bed-Stuy,40.68763,-73.96324,Entire home/apt,4,3,2.2,$259.51,1,12,2.05,4.9,155
1000385,200204,f,Queens,Astoria,40.71776,-73.81116,Private room,1,1,1.0,$49.18,1,36,2.09,4.4,179
1000386,200099,t,Manhattan,Midtown,40.79014,-73.96049,Entire home/apt,3,1,1.8,$250.64,2,41,1.19,4.79,86
1000387,200350,f,Manhattan,Hell's Kitchen,40.78079,-73.98429,Entire home/apt,5,3,2.2,$322.84,2,50,0.45,4.56,323
1000388,200176,t,Brooklyn,Bushwick,40.6779,-73.9515,Entire home/apt,5,2,1.5,$226.22,30,20,2.42,4.78,266
1000389,200262,f,Queens,Sunnyside,40.71626,-73.78982,Entire home/apt,5,2,1.5,$111.77,3,11,2.58,4.72,81
1000390,200271,t,Staten Island,St. George,40.56813,-74.1737,Private room,2,1,1.0,$152.01,3,39,1.95,4.87,63
1000391,200143,f,Manhattan,Lower East Side,40.76294,-73.99525,Entire home/apt,4,2,1.5,$287.71,2,53,1.37,3.97,118
1000392,200189,f,Manhattan,Harlem,40.78681,-73.96894,Entire home/apt,2,1,1.0,$164.39,1,11,0.42,4.82,340
1000393,200272,f,Brooklyn,Bushwick,40.67971,-73.93538,Entire home/apt,4,3,2.8,$271.16,30,19,3.49,4.43,312
1000394,200020,t,Manhattan,Greenwich Village,40.80098,-73.98008,Entire home/apt,3,1,1.0,$211.48,2,32,1.75,4.87,162
1000395,200333,t,Bronx,Mott Haven,40.8509,-73.88849,Private room,1,1,1.0,$89.48,1,90,0.62,4.58,292
1000396,200300,f,Queens,Sunnyside,40.74888,-73.81357,Entire home/apt,4,3,2.2,$195.69,2,4,0.28,4.63,177
1000397,200046,f,Manhattan,Upper East Side,40.77245,-73.98017,Hotel room,2,1,1.0,$265.20,7,41,0.22,4.85,29
1000398,200095,f,Brooklyn,Greenpoint,40.65531,-73.94371,Entire home/apt,2,1,1.0,$155.76,7,43,1.59,4.84,160
1000399,200064,t,Brooklyn,DUMBO,40.68141,-73.94704,Entire home/apt,5,3,2.8,$432.50,1,29,2.63,4.77,2
1000400,200131,t,Manhattan,Midtown,40.76,-73.94145,Private room,2,1,1.5,$138.73,7,18,2.52,4.82,23
1000401,200009,f,Queens,Ridgewood,40.73644,-73.75539,Entire home/apt,6,3,2.8,$124.36,1,15,0.65,4.92,58
1000402,200203,t,Brooklyn,Bushwick,40.66612,-73.92983,Private room,2,1,1.0,$94.10,1,145,3.28,4.61,236
1000403,200298,t,Queens,Long Island City,40.73989,-73.79926,Hotel room,4,1,1.0,$163.81,5,27,3.53,4.49,239
1000404,200174,t,Manhattan,SoHo,40.80427,-73.97728,Entire home/apt,4,3,2.8,$289.18,7,38,2.45,4.29,310
1000405,200073,f,Queens,Astoria,40.72279,-73.84697,Entire home/apt,4,2,1.5,$100.47,2,52,0.26,4.66,320
1000406,200084,f,Manhattan,Lower East Side,40.78924,-73.99108,Private room,2,1,1.0,$127.38,2,60,0.92,4.66,159
1000407,200059,f,Manhattan,Greenwich Village,40.77484,-73.98659,Entire home/apt,4,2,1.5,$181.60,5,36,1.22,4.76,59
1000408,200021,t,Queens,Ridgewood,40.72271,-73.78824,Entire home/apt,4,3,2.2,$178.16,3,2,2.31,4.91,239
1000409,200157,f,Manhattan,SoHo,40.78327,-73.96056,Entire home/apt,8,4,3.0,$227.38,7,15,2.49,4.62,321
1000410,200319,f,Manhattan,Greenwich Village,40.80208,-73.97673,Entire home/apt,4,3,2.2,$184.03,2,37,1.75,4.84,58
1000411,200329,t,Bronx,Mott Haven,40.83762,-73.85043,Private room,2,1,1.0,$71.35,30,25,1.36,4.81,52
1000412,200061,f,Bronx,Mott Haven,40.86036,-73.85369,Entire home/apt,3,1,1.0,$74.58,30,46,1.16,4.97,63
1000413,200064,f,Brooklyn,Williamsburg,40.66392,-73.93786,Entire home/apt,6,3,2.2,$308.86,1,48,1.53,4.79,120
1000414,200325,t,Brooklyn,Brooklyn Heights,40.67984,-73.92841,Private room,2,1,2.0,$50.14,5,37,0.63,4.69,118
1000415,200168,f,Manhattan,Harlem,40.77451,-73.9962,Entire home/apt,3,2,1.5,$215.42,2,25,2.53,4.76,285
1000416,200203,t,Manhattan,Chelsea,40.79345,-74.00958,Entire home/apt,4,2,2.0,$308.64,2,52,0.51,4.81,17
1000417,200129,f,Manhattan,Upper East Side,40.77213,-73.98655,Private room,2,1,2.0,$91.17,2,5,0.74,4.96,4
1000418,200245,t,Brooklyn,Bushwick,40.66275,-73.95544,Entire home/apt,4,2,2.5,$201.61,1,67,0.2,4.86,324
